long,lat,year,rcp,drysoildays_summer_whole,evap_summer,nondryswa_summer_whole,ppt_summer,tmax_summer
-110.0461,37.60334,1996,historical,0.0,3.01546212121768,0.0005783551999078,,
-110.0461,37.60334,1997,historical,,,,9.18,35.45
-110.0461,37.60334,1997,historical,0.0,3.74696774568151,0.328067312000976,,
-110.0461,37.60334,1998,historical,,,,5.69,37.25
-110.0461,37.60334,1998,historical,0.0,3.18272101349762,0.0595722656064317,,
-110.0461,37.60334,1999,historical,,,,14.56,34.35
-110.0461,37.60334,1999,historical,0.0,6.16295226792948,0.30984082194138,,
-110.0461,37.60334,2000,historical,,,,4.78,36.85
-110.0461,37.60334,2000,historical,0.0,3.04267704819342,0.0004262798693283,,
-110.0461,37.60334,2001,historical,,,,8.13,36.05
-110.0461,37.60334,2001,historical,,,,8.13,36.05
-110.0461,37.60334,2001,historical,,,,8.13,36.05
-110.0461,37.60334,2001,historical,,,,8.13,36.05
-110.0461,37.60334,2001,historical,0.0,4.00275854023916,0.0847103940314513,,
-110.0461,37.60334,2002,historical,,,,3.0,37.25
-110.0461,37.60334,2002,historical,0.0,2.22925643666895,7.75658433187683e-05,,
-110.0461,37.60334,2003,historical,,,,5.4,38.15
-110.0461,37.60334,2003,historical,0.0,3.01118822802575,0.0314315878497989,,
-110.0461,37.60334,2004,historical,,,,2.76,35.15
-110.0461,37.60334,2004,historical,,,,2.76,35.15
-110.0461,37.60334,2004,historical,,,,2.76,35.15
-110.0461,37.60334,2004,historical,,,,2.76,35.15
-110.0461,37.60334,2004,historical,0.0,1.98415748182633,0.0002541048860011,,
-110.0461,37.60334,2005,historical,,,,8.14,38.25
-110.0461,37.60334,2005,historical,0.0,3.81350622835728,0.103057096641202,,
-110.0461,37.60334,2006,historical,,,,7.13,36.95
-110.0461,37.60334,2006,historical,0.0,3.90956035467438,0.02159642767593,,
-110.0461,37.60334,2007,historical,,,,7.59,36.25
-110.0461,37.60334,2007,historical,0.0,3.63932603325456,0.0622810203170416,,
-110.0461,37.60334,2008,historical,,,,6.65,35.25
-110.0461,37.60334,2008,historical,,,,6.65,35.25
-110.0461,37.60334,2008,historical,,,,6.65,35.25
-110.0461,37.60334,2008,historical,,,,6.65,35.25
-110.0461,37.60334,2008,historical,0.0,3.18330998288541,0.0511112299411353,,
-110.0461,37.60334,2009,historical,,,,2.48,36.25
-110.0461,37.60334,2009,historical,0.0,1.84409207829708,0.0001818008576933,,
-110.0461,37.60334,2010,historical,,,,9.85,37.75
-110.0461,37.60334,2010,historical,0.0,4.18656733943539,0.287823455696441,,
-110.0461,37.60334,2011,historical,,,,5.66,35.85
-110.0461,37.60334,2011,historical,0.0,3.74338831370935,0.005316599241478,,
-110.0461,37.60334,2012,historical,,,,6.7,35.75
-110.0461,37.60334,2012,historical,,,,6.7,35.75
-110.0461,37.60334,2012,historical,,,,6.7,35.75
-110.0461,37.60334,2012,historical,,,,6.7,35.75
-110.0461,37.60334,2012,historical,0.0,2.83188913474356,0.136083806067762,,
-110.0461,37.60334,2013,historical,,,,7.91,38.55
-110.0461,37.60334,2013,historical,0.0,3.03652642727337,0.16955929251413,,
-110.0461,37.60334,2014,historical,,,,6.9,35.95
-110.0461,37.60334,2014,historical,0.0,3.31622320509395,0.088659594710983,,
-110.0461,37.60334,2015,historical,,,,13.03,36.25
